time,open,high,low,close,volume
2025-02-20 04:55:00+00:00,1.04297,1.04304,1.04295,1.04299,31
2025-02-20 04:56:00+00:00,1.04301,1.04304,1.04296,1.04298,73
2025-02-20 04:57:00+00:00,1.04298,1.04306,1.04298,1.04306,35
2025-02-20 04:58:00+00:00,1.04306,1.04308,1.04306,1.04308,16
2025-02-20 04:59:00+00:00,1.04308,1.0431,1.04302,1.04304,72
2025-02-20 05:00:00+00:00,1.04303,1.04306,1.04302,1.04304,65
2025-02-20 05:01:00+00:00,1.04303,1.04308,1.04295,1.04295,77
2025-02-20 05:02:00+00:00,1.04295,1.04298,1.04294,1.04298,32
2025-02-20 05:03:00+00:00,1.04298,1.0431,1.04298,1.0431,45
2025-02-20 05:04:00+00:00,1.04312,1.04313,1.0431,1.04312,42
2025-02-20 05:05:00+00:00,1.04312,1.04314,1.04302,1.04303,69
2025-02-20 05:06:00+00:00,1.04302,1.04318,1.04302,1.04315,54
2025-02-20 05:07:00+00:00,1.04316,1.04326,1.04316,1.04326,77
2025-02-20 05:08:00+00:00,1.04325,1.04326,1.04322,1.04323,38
2025-02-20 05:09:00+00:00,1.04322,1.04323,1.04314,1.04314,48
2025-02-20 05:10:00+00:00,1.04315,1.04326,1.04314,1.04322,89
2025-02-20 05:11:00+00:00,1.04322,1.04324,1.04318,1.0432,83
2025-02-20 05:12:00+00:00,1.0432,1.0433,1.04318,1.04329,78
2025-02-20 05:13:00+00:00,1.0433,1.04335,1.04329,1.04334,25
2025-02-20 05:14:00+00:00,1.04334,1.04334,1.04326,1.04326,36
2025-02-20 05:15:00+00:00,1.04326,1.04332,1.04326,1.04328,31
2025-02-20 05:16:00+00:00,1.04328,1.0434,1.04328,1.04339,70
2025-02-20 05:17:00+00:00,1.04339,1.0434,1.04338,1.04338,15
2025-02-20 05:18:00+00:00,1.0434,1.04344,1.04338,1.04339,45
2025-02-20 05:19:00+00:00,1.0434,1.04342,1.0434,1.0434,18
2025-02-20 05:20:00+00:00,1.04341,1.04342,1.04334,1.04342,56
2025-02-20 05:21:00+00:00,1.04343,1.04343,1.04332,1.04333,46
2025-02-20 05:22:00+00:00,1.04332,1.04334,1.04327,1.04329,54
2025-02-20 05:23:00+00:00,1.0433,1.04331,1.04328,1.04329,27
2025-02-20 05:24:00+00:00,1.04328,1.04328,1.04323,1.04328,38
2025-02-20 05:25:00+00:00,1.04328,1.04328,1.0432,1.04322,53
2025-02-20 05:26:00+00:00,1.04322,1.04322,1.04312,1.04312,36
2025-02-20 05:27:00+00:00,1.04313,1.04319,1.04312,1.04312,35
2025-02-20 05:28:00+00:00,1.04314,1.04316,1.0431,1.04312,54
2025-02-20 05:29:00+00:00,1.04312,1.04318,1.04308,1.04317,84
2025-02-20 05:30:00+00:00,1.04318,1.04318,1.04302,1.04304,90
2025-02-20 05:31:00+00:00,1.04305,1.04309,1.04304,1.04307,57
2025-02-20 05:32:00+00:00,1.04307,1.04309,1.04302,1.04306,66
2025-02-20 05:33:00+00:00,1.04306,1.04308,1.04304,1.04307,46
2025-02-20 05:34:00+00:00,1.04308,1.04308,1.04296,1.04298,75
2025-02-20 05:35:00+00:00,1.04298,1.04299,1.04289,1.04294,92
2025-02-20 05:36:00+00:00,1.04293,1.04299,1.04293,1.04298,51
2025-02-20 05:37:00+00:00,1.04298,1.04298,1.04292,1.04292,94
2025-02-20 05:38:00+00:00,1.0429,1.04297,1.04289,1.04289,53
2025-02-20 05:39:00+00:00,1.04288,1.04293,1.04288,1.04292,28
2025-02-20 05:40:00+00:00,1.04293,1.04293,1.04286,1.04286,17
2025-02-20 05:41:00+00:00,1.04286,1.04293,1.04284,1.04292,42
2025-02-20 05:42:00+00:00,1.04292,1.04292,1.04285,1.04285,46
2025-02-20 05:43:00+00:00,1.04286,1.04286,1.04282,1.04283,8
2025-02-20 05:44:00+00:00,1.04282,1.04284,1.0428,1.04282,22
2025-02-20 05:45:00+00:00,1.04281,1.04288,1.04281,1.04283,68
2025-02-20 05:46:00+00:00,1.04282,1.04286,1.04282,1.04284,31
2025-02-20 05:47:00+00:00,1.04285,1.0429,1.04278,1.04289,48
2025-02-20 05:48:00+00:00,1.04287,1.04287,1.04282,1.04284,32
2025-02-20 05:49:00+00:00,1.04288,1.04313,1.04288,1.04302,74
2025-02-20 05:50:00+00:00,1.04302,1.04302,1.04295,1.04296,61
2025-02-20 05:51:00+00:00,1.04295,1.04302,1.04295,1.04302,52
2025-02-20 05:52:00+00:00,1.043,1.04301,1.04296,1.04297,38
2025-02-20 05:53:00+00:00,1.04296,1.04297,1.04291,1.04297,26
2025-02-20 05:54:00+00:00,1.04296,1.04297,1.0429,1.0429,44
2025-02-20 05:55:00+00:00,1.04291,1.04292,1.04282,1.04282,61
2025-02-20 05:56:00+00:00,1.04282,1.04283,1.04276,1.04281,75
2025-02-20 05:57:00+00:00,1.04282,1.04283,1.04276,1.04276,46
2025-02-20 05:58:00+00:00,1.04276,1.04276,1.0427,1.04272,28
2025-02-20 05:59:00+00:00,1.0427,1.04279,1.0427,1.04276,57
2025-02-20 06:00:00+00:00,1.04278,1.04279,1.0427,1.04272,65
2025-02-20 06:01:00+00:00,1.04272,1.04284,1.0427,1.04284,64
2025-02-20 06:02:00+00:00,1.04283,1.04288,1.04278,1.04288,67
2025-02-20 06:03:00+00:00,1.04288,1.04292,1.04283,1.0429,61
2025-02-20 06:04:00+00:00,1.04289,1.04292,1.04288,1.04292,85
2025-02-20 06:05:00+00:00,1.04291,1.04296,1.04285,1.04296,88
2025-02-20 06:06:00+00:00,1.04296,1.04296,1.04291,1.04294,52
2025-02-20 06:07:00+00:00,1.04293,1.04308,1.04289,1.04307,68
2025-02-20 06:08:00+00:00,1.04308,1.04322,1.04307,1.0432,53
2025-02-20 06:09:00+00:00,1.0432,1.0432,1.04306,1.0431,95
2025-02-20 06:10:00+00:00,1.04309,1.04316,1.04306,1.04316,84
2025-02-20 06:11:00+00:00,1.04317,1.0432,1.04306,1.0431,83
2025-02-20 06:12:00+00:00,1.0431,1.04312,1.04308,1.04309,72
2025-02-20 06:13:00+00:00,1.04307,1.04308,1.04301,1.04303,111
2025-02-20 06:14:00+00:00,1.04302,1.04307,1.04299,1.04302,78
2025-02-20 06:15:00+00:00,1.04302,1.04307,1.04302,1.04307,56
2025-02-20 06:16:00+00:00,1.04306,1.04308,1.04306,1.04306,15
2025-02-20 06:17:00+00:00,1.04307,1.04316,1.04306,1.04313,53
2025-02-20 06:18:00+00:00,1.04314,1.04321,1.04312,1.0432,64
2025-02-20 06:19:00+00:00,1.0432,1.04332,1.0432,1.04332,46
2025-02-20 06:20:00+00:00,1.04332,1.04344,1.04331,1.04336,117
2025-02-20 06:21:00+00:00,1.04337,1.04338,1.04332,1.04338,48
2025-02-20 06:22:00+00:00,1.04337,1.04338,1.04327,1.04334,76
2025-02-20 06:23:00+00:00,1.04336,1.04344,1.04336,1.04338,85
2025-02-20 06:24:00+00:00,1.04339,1.04342,1.0433,1.04331,115
2025-02-20 06:25:00+00:00,1.0433,1.0434,1.04324,1.04338,77
2025-02-20 06:26:00+00:00,1.04338,1.04338,1.04331,1.04334,78
2025-02-20 06:27:00+00:00,1.04335,1.04338,1.04335,1.04336,68
2025-02-20 06:28:00+00:00,1.04335,1.0434,1.04318,1.04318,91
2025-02-20 06:29:00+00:00,1.04316,1.04326,1.04316,1.04325,85
2025-02-20 06:30:00+00:00,1.04326,1.04332,1.0432,1.04322,62
2025-02-20 06:31:00+00:00,1.04321,1.04322,1.04316,1.04319,77
2025-02-20 06:32:00+00:00,1.0432,1.04327,1.04314,1.04327,59
2025-02-20 06:33:00+00:00,1.04328,1.04331,1.04318,1.04324,88
2025-02-20 06:34:00+00:00,1.04323,1.04323,1.04316,1.04318,59
2025-02-20 06:35:00+00:00,1.04316,1.04324,1.04316,1.04323,21
2025-02-20 06:36:00+00:00,1.04322,1.04323,1.04312,1.04322,63
2025-02-20 06:37:00+00:00,1.04321,1.04322,1.04316,1.04321,37
2025-02-20 06:38:00+00:00,1.04322,1.04327,1.0432,1.0432,55
2025-02-20 06:39:00+00:00,1.0432,1.0432,1.04308,1.0431,62
2025-02-20 06:40:00+00:00,1.0431,1.04313,1.04302,1.04311,71
2025-02-20 06:41:00+00:00,1.0431,1.04326,1.04308,1.04325,82
2025-02-20 06:42:00+00:00,1.04326,1.04328,1.04324,1.04328,26
2025-02-20 06:43:00+00:00,1.04327,1.04333,1.04314,1.04319,82
2025-02-20 06:44:00+00:00,1.04318,1.04318,1.04296,1.04298,63
2025-02-20 06:45:00+00:00,1.04296,1.043,1.04296,1.04297,26
2025-02-20 06:46:00+00:00,1.04296,1.043,1.04294,1.04297,67
2025-02-20 06:47:00+00:00,1.04297,1.04297,1.04287,1.04292,54
2025-02-20 06:48:00+00:00,1.04292,1.04294,1.04286,1.04288,53
2025-02-20 06:49:00+00:00,1.04288,1.04292,1.04288,1.04291,56
2025-02-20 06:50:00+00:00,1.04292,1.04306,1.0429,1.04304,65
2025-02-20 06:51:00+00:00,1.04306,1.04306,1.04294,1.04301,69
2025-02-20 06:52:00+00:00,1.043,1.043,1.04284,1.0429,65
2025-02-20 06:53:00+00:00,1.04291,1.04292,1.04285,1.04286,63
2025-02-20 06:54:00+00:00,1.04286,1.04286,1.04276,1.04286,57
2025-02-20 06:55:00+00:00,1.04284,1.04288,1.04263,1.04264,108
2025-02-20 06:56:00+00:00,1.04264,1.04271,1.04262,1.04262,67
2025-02-20 06:57:00+00:00,1.04262,1.04266,1.04262,1.04262,51
2025-02-20 06:58:00+00:00,1.04262,1.04266,1.04259,1.04261,44
2025-02-20 06:59:00+00:00,1.04262,1.04263,1.04244,1.0425,80
2025-02-20 07:00:00+00:00,1.04251,1.04254,1.0424,1.0424,102
2025-02-20 07:01:00+00:00,1.0424,1.04253,1.0424,1.04242,67
2025-02-20 07:02:00+00:00,1.04245,1.04249,1.04236,1.04244,155
2025-02-20 07:03:00+00:00,1.04242,1.04249,1.04238,1.0424,134
2025-02-20 07:04:00+00:00,1.04238,1.04252,1.04238,1.04242,113
2025-02-20 07:05:00+00:00,1.04243,1.04256,1.04243,1.04256,82
2025-02-20 07:06:00+00:00,1.04256,1.04278,1.04256,1.04278,69
2025-02-20 07:07:00+00:00,1.04278,1.04298,1.04278,1.04294,109
2025-02-20 07:08:00+00:00,1.04294,1.04294,1.04266,1.04268,154
2025-02-20 07:09:00+00:00,1.04268,1.04277,1.04266,1.04268,96
2025-02-20 07:10:00+00:00,1.04269,1.0427,1.04251,1.04251,106
2025-02-20 07:11:00+00:00,1.04252,1.04272,1.04252,1.04266,106
2025-02-20 07:12:00+00:00,1.04266,1.04271,1.04255,1.04255,102
2025-02-20 07:13:00+00:00,1.04256,1.04276,1.04254,1.04272,101
2025-02-20 07:14:00+00:00,1.04273,1.04276,1.0427,1.04274,84
2025-02-20 07:15:00+00:00,1.04274,1.04294,1.04272,1.04292,110
2025-02-20 07:16:00+00:00,1.04294,1.04304,1.04288,1.04298,94
2025-02-20 07:17:00+00:00,1.043,1.04318,1.04298,1.04316,137
2025-02-20 07:18:00+00:00,1.04316,1.04316,1.04312,1.04312,107
2025-02-20 07:19:00+00:00,1.04312,1.04312,1.04276,1.04282,136
2025-02-20 07:20:00+00:00,1.04282,1.04286,1.04271,1.04278,112
2025-02-20 07:21:00+00:00,1.04278,1.04282,1.04274,1.04282,90
2025-02-20 07:22:00+00:00,1.04286,1.04292,1.04276,1.04282,113
2025-02-20 07:23:00+00:00,1.04284,1.04293,1.04281,1.04292,57
2025-02-20 07:24:00+00:00,1.04292,1.04298,1.04288,1.04292,69
2025-02-20 07:25:00+00:00,1.04292,1.04302,1.0429,1.04294,91
2025-02-20 07:26:00+00:00,1.04292,1.04309,1.0429,1.04308,137
2025-02-20 07:27:00+00:00,1.04308,1.04308,1.04289,1.04292,78
2025-02-20 07:28:00+00:00,1.04292,1.04295,1.04276,1.04277,83
2025-02-20 07:29:00+00:00,1.04276,1.04287,1.04275,1.04287,69
2025-02-20 07:30:00+00:00,1.04286,1.04302,1.04286,1.04301,107
2025-02-20 07:31:00+00:00,1.04302,1.04306,1.04298,1.04306,94
2025-02-20 07:32:00+00:00,1.04306,1.04309,1.04302,1.04308,72
2025-02-20 07:33:00+00:00,1.04308,1.04308,1.04302,1.04308,64
2025-02-20 07:34:00+00:00,1.04308,1.04316,1.04308,1.04312,93
2025-02-20 07:35:00+00:00,1.04311,1.04311,1.04304,1.04304,57
2025-02-20 07:36:00+00:00,1.04303,1.04316,1.04294,1.04308,155
2025-02-20 07:37:00+00:00,1.04308,1.04312,1.04304,1.04306,134
2025-02-20 07:38:00+00:00,1.04307,1.04308,1.04291,1.04292,61
2025-02-20 07:39:00+00:00,1.04291,1.04294,1.04282,1.0429,68
2025-02-20 07:40:00+00:00,1.04291,1.04299,1.0429,1.04299,56
2025-02-20 07:41:00+00:00,1.04299,1.04302,1.04288,1.04288,69
2025-02-20 07:42:00+00:00,1.04288,1.04293,1.04273,1.04274,138
2025-02-20 07:43:00+00:00,1.04275,1.04278,1.04266,1.04267,61
2025-02-20 07:44:00+00:00,1.04269,1.04292,1.04269,1.04288,66
2025-02-20 07:45:00+00:00,1.04288,1.04298,1.04281,1.04298,87
2025-02-20 07:46:00+00:00,1.04297,1.04308,1.04288,1.04303,100
2025-02-20 07:47:00+00:00,1.04302,1.04304,1.04298,1.04304,94
2025-02-20 07:48:00+00:00,1.04303,1.04314,1.04302,1.04312,82
2025-02-20 07:49:00+00:00,1.04313,1.04316,1.04307,1.04313,76
2025-02-20 07:50:00+00:00,1.04312,1.04325,1.04312,1.04312,86
2025-02-20 07:51:00+00:00,1.04311,1.04316,1.04308,1.04308,58
2025-02-20 07:52:00+00:00,1.04308,1.0432,1.04308,1.04313,76
2025-02-20 07:53:00+00:00,1.04312,1.0432,1.04312,1.04318,43
2025-02-20 07:54:00+00:00,1.04318,1.04318,1.04298,1.04308,115
2025-02-20 07:55:00+00:00,1.04308,1.0433,1.04308,1.04329,156
2025-02-20 07:56:00+00:00,1.0433,1.04336,1.04328,1.0433,121
2025-02-20 07:57:00+00:00,1.0433,1.04334,1.04322,1.04322,65
2025-02-20 07:58:00+00:00,1.0432,1.04322,1.04312,1.04312,141
2025-02-20 07:59:00+00:00,1.04314,1.04322,1.04308,1.04316,107
2025-02-20 08:00:00+00:00,1.04315,1.04332,1.04314,1.04326,184
2025-02-20 08:01:00+00:00,1.04325,1.04346,1.04324,1.0434,110
2025-02-20 08:02:00+00:00,1.0434,1.04342,1.04332,1.04341,104
2025-02-20 08:03:00+00:00,1.04342,1.04356,1.04341,1.04348,141
2025-02-20 08:04:00+00:00,1.04348,1.04352,1.04335,1.04352,175
2025-02-20 08:05:00+00:00,1.04352,1.04387,1.04352,1.04387,152
2025-02-20 08:06:00+00:00,1.04388,1.04396,1.04383,1.04396,116
2025-02-20 08:07:00+00:00,1.04396,1.044,1.04388,1.04394,102
2025-02-20 08:08:00+00:00,1.04396,1.04396,1.04376,1.04391,103
2025-02-20 08:09:00+00:00,1.0439,1.04398,1.04388,1.04392,90
2025-02-20 08:10:00+00:00,1.04391,1.04392,1.04383,1.04386,113
2025-02-20 08:11:00+00:00,1.04387,1.04392,1.04378,1.04382,83
2025-02-20 08:12:00+00:00,1.04382,1.04396,1.04382,1.04392,140
2025-02-20 08:13:00+00:00,1.04392,1.0441,1.04387,1.04407,115
2025-02-20 08:14:00+00:00,1.04406,1.04409,1.04398,1.04403,128
2025-02-20 08:15:00+00:00,1.04402,1.04404,1.04378,1.04382,122
2025-02-20 08:16:00+00:00,1.04383,1.04395,1.04383,1.04386,82
2025-02-20 08:17:00+00:00,1.04386,1.04392,1.04382,1.0439,96
2025-02-20 08:18:00+00:00,1.04391,1.04392,1.04384,1.04392,79
2025-02-20 08:19:00+00:00,1.04392,1.04393,1.04372,1.04382,112
2025-02-20 08:20:00+00:00,1.04383,1.04387,1.04367,1.0437,130
2025-02-20 08:21:00+00:00,1.04372,1.04379,1.04357,1.04361,107
2025-02-20 08:22:00+00:00,1.04362,1.04376,1.04361,1.04372,120
2025-02-20 08:23:00+00:00,1.04371,1.04374,1.04364,1.0437,101
2025-02-20 08:24:00+00:00,1.04371,1.04377,1.04362,1.04376,97
2025-02-20 08:25:00+00:00,1.04376,1.04382,1.0437,1.04372,119
2025-02-20 08:26:00+00:00,1.04372,1.04376,1.04364,1.04372,100
2025-02-20 08:27:00+00:00,1.04375,1.04386,1.04372,1.0438,124
2025-02-20 08:28:00+00:00,1.04378,1.04386,1.04369,1.04384,112
2025-02-20 08:29:00+00:00,1.04386,1.04399,1.04383,1.04395,156
2025-02-20 08:30:00+00:00,1.04396,1.04417,1.04395,1.04416,156
2025-02-20 08:31:00+00:00,1.04417,1.04421,1.04388,1.04402,176
2025-02-20 08:32:00+00:00,1.04402,1.04408,1.04386,1.04387,111
2025-02-20 08:33:00+00:00,1.04386,1.04388,1.04367,1.0437,112
2025-02-20 08:34:00+00:00,1.04372,1.04376,1.04364,1.04366,99
2025-02-20 08:35:00+00:00,1.04366,1.04366,1.0435,1.04358,109
2025-02-20 08:36:00+00:00,1.04356,1.04356,1.04332,1.04332,99
2025-02-20 08:37:00+00:00,1.04333,1.04338,1.04315,1.04322,219
2025-02-20 08:38:00+00:00,1.04321,1.0433,1.0431,1.0432,217
2025-02-20 08:39:00+00:00,1.0432,1.04326,1.04306,1.0431,129
2025-02-20 08:40:00+00:00,1.04311,1.04318,1.04305,1.04306,126
2025-02-20 08:41:00+00:00,1.04306,1.04316,1.043,1.04313,159
2025-02-20 08:42:00+00:00,1.04314,1.04322,1.04311,1.04321,100
2025-02-20 08:43:00+00:00,1.04322,1.04322,1.04306,1.04306,127
2025-02-20 08:44:00+00:00,1.04305,1.0431,1.043,1.04304,93
2025-02-20 08:45:00+00:00,1.04303,1.0432,1.04302,1.04318,88
2025-02-20 08:46:00+00:00,1.04318,1.04329,1.04309,1.04322,140
2025-02-20 08:47:00+00:00,1.04321,1.04322,1.04306,1.04312,95
2025-02-20 08:48:00+00:00,1.04311,1.04318,1.04307,1.04317,90
2025-02-20 08:49:00+00:00,1.04319,1.04324,1.04312,1.04317,109
2025-02-20 08:50:00+00:00,1.04318,1.04322,1.04296,1.04302,84
2025-02-20 08:51:00+00:00,1.04302,1.04306,1.04299,1.04299,65
2025-02-20 08:52:00+00:00,1.04298,1.04317,1.04296,1.04317,121
2025-02-20 08:53:00+00:00,1.04318,1.04326,1.04316,1.04322,106
2025-02-20 08:54:00+00:00,1.04323,1.0433,1.04316,1.04316,91
2025-02-20 08:55:00+00:00,1.04316,1.04349,1.04316,1.04338,81
2025-02-20 08:56:00+00:00,1.04338,1.04346,1.04333,1.0434,103
2025-02-20 08:57:00+00:00,1.0434,1.04349,1.04332,1.04349,89
2025-02-20 08:58:00+00:00,1.04348,1.04348,1.04338,1.04341,103
2025-02-20 08:59:00+00:00,1.04344,1.04352,1.04332,1.04334,135
2025-02-20 09:00:00+00:00,1.04334,1.04339,1.04316,1.04318,174
2025-02-20 09:01:00+00:00,1.04318,1.04337,1.04318,1.04324,122
2025-02-20 09:02:00+00:00,1.04323,1.04324,1.04311,1.04316,140
2025-02-20 09:03:00+00:00,1.04318,1.04322,1.04302,1.0431,110
2025-02-20 09:04:00+00:00,1.04311,1.04325,1.0431,1.04312,70
2025-02-20 09:05:00+00:00,1.04313,1.04324,1.04312,1.04313,95
2025-02-20 09:06:00+00:00,1.04312,1.04318,1.043,1.04303,117
2025-02-20 09:07:00+00:00,1.04302,1.04317,1.04302,1.04302,113
2025-02-20 09:08:00+00:00,1.04302,1.04331,1.04302,1.04322,131
2025-02-20 09:09:00+00:00,1.04323,1.0434,1.04323,1.04338,101
2025-02-20 09:10:00+00:00,1.04338,1.04339,1.04328,1.04333,80
2025-02-20 09:11:00+00:00,1.04334,1.04343,1.04332,1.04342,53
2025-02-20 09:12:00+00:00,1.04342,1.04346,1.04337,1.04343,50
2025-02-20 09:13:00+00:00,1.04344,1.04344,1.04329,1.04343,100
2025-02-20 09:14:00+00:00,1.04342,1.04359,1.04338,1.04349,108
2025-02-20 09:15:00+00:00,1.04348,1.04362,1.04348,1.04358,122
2025-02-20 09:16:00+00:00,1.04358,1.04362,1.04354,1.04358,70
2025-02-20 09:17:00+00:00,1.04358,1.04362,1.04354,1.0436,60
2025-02-20 09:18:00+00:00,1.0436,1.04365,1.04354,1.04362,97
2025-02-20 09:19:00+00:00,1.04363,1.0437,1.04362,1.04367,54
2025-02-20 09:20:00+00:00,1.04368,1.04378,1.04368,1.04376,61
2025-02-20 09:21:00+00:00,1.04378,1.04384,1.04363,1.04374,121
2025-02-20 09:22:00+00:00,1.04374,1.04378,1.04363,1.04363,90
2025-02-20 09:23:00+00:00,1.04362,1.04363,1.04355,1.04358,74
2025-02-20 09:24:00+00:00,1.0436,1.04362,1.04346,1.04357,92
2025-02-20 09:25:00+00:00,1.04356,1.0436,1.04346,1.04346,113
2025-02-20 09:26:00+00:00,1.04346,1.0435,1.04338,1.0435,100
2025-02-20 09:27:00+00:00,1.04351,1.04352,1.04336,1.04336,121
2025-02-20 09:28:00+00:00,1.04334,1.04341,1.04328,1.04328,103
2025-02-20 09:29:00+00:00,1.04328,1.04333,1.04315,1.04333,122
2025-02-20 09:30:00+00:00,1.04332,1.0434,1.04327,1.04336,139
2025-02-20 09:31:00+00:00,1.04336,1.0434,1.04327,1.04328,138
2025-02-20 09:32:00+00:00,1.04327,1.0433,1.04316,1.04316,98
2025-02-20 09:33:00+00:00,1.04317,1.04317,1.04302,1.04309,105
2025-02-20 09:34:00+00:00,1.0431,1.04324,1.04308,1.04324,87
2025-02-20 09:35:00+00:00,1.04323,1.04328,1.04311,1.04316,99
2025-02-20 09:36:00+00:00,1.04318,1.04318,1.04301,1.04311,90
2025-02-20 09:37:00+00:00,1.04312,1.04323,1.04312,1.04322,51
2025-02-20 09:38:00+00:00,1.04322,1.04322,1.04308,1.04308,48
2025-02-20 09:39:00+00:00,1.04308,1.04308,1.04302,1.04308,57
2025-02-20 09:40:00+00:00,1.04308,1.04308,1.04297,1.04298,55
2025-02-20 09:41:00+00:00,1.04297,1.04297,1.04287,1.0429,79
2025-02-20 09:42:00+00:00,1.04289,1.04308,1.04289,1.04308,84
2025-02-20 09:43:00+00:00,1.04308,1.04319,1.04308,1.04313,75
2025-02-20 09:44:00+00:00,1.04312,1.04319,1.0431,1.04318,102
2025-02-20 09:45:00+00:00,1.04318,1.04328,1.04316,1.04322,118
2025-02-20 09:46:00+00:00,1.04322,1.04322,1.04314,1.04316,71
2025-02-20 09:47:00+00:00,1.04315,1.04324,1.04311,1.04322,64
2025-02-20 09:48:00+00:00,1.04324,1.04338,1.04323,1.04338,91
2025-02-20 09:49:00+00:00,1.04338,1.04341,1.04334,1.04339,98
2025-02-20 09:50:00+00:00,1.04338,1.04342,1.04331,1.04336,94
2025-02-20 09:51:00+00:00,1.04338,1.04348,1.04338,1.04348,77
2025-02-20 09:52:00+00:00,1.0435,1.0435,1.04344,1.04348,48
2025-02-20 09:53:00+00:00,1.0435,1.0436,1.04346,1.04359,73
2025-02-20 09:54:00+00:00,1.0436,1.04364,1.04358,1.04364,60
2025-02-20 09:55:00+00:00,1.04364,1.04368,1.04358,1.04368,60
2025-02-20 09:56:00+00:00,1.04368,1.04369,1.04345,1.04358,134
2025-02-20 09:57:00+00:00,1.04359,1.04368,1.04358,1.04364,88
2025-02-20 09:58:00+00:00,1.04366,1.04372,1.0436,1.04365,137
2025-02-20 09:59:00+00:00,1.04365,1.04381,1.04365,1.04372,174
2025-02-20 10:00:00+00:00,1.0437,1.04371,1.04343,1.04352,146
2025-02-20 10:01:00+00:00,1.04352,1.04358,1.04348,1.04348,98
2025-02-20 10:02:00+00:00,1.04348,1.04358,1.04348,1.04358,101
2025-02-20 10:03:00+00:00,1.04358,1.04368,1.0435,1.0436,144
2025-02-20 10:04:00+00:00,1.0436,1.04364,1.04352,1.04357,93
2025-02-20 10:05:00+00:00,1.04356,1.04397,1.04354,1.04394,119
2025-02-20 10:06:00+00:00,1.04394,1.04404,1.04394,1.04401,104
2025-02-20 10:07:00+00:00,1.04402,1.04405,1.04398,1.04401,80
2025-02-20 10:08:00+00:00,1.04402,1.04402,1.04392,1.04394,54
2025-02-20 10:09:00+00:00,1.04393,1.04414,1.0439,1.04414,149
2025-02-20 10:10:00+00:00,1.04414,1.04419,1.04404,1.04404,97
2025-02-20 10:11:00+00:00,1.04402,1.04408,1.04396,1.04404,99
2025-02-20 10:12:00+00:00,1.04405,1.0443,1.04404,1.0442,148
2025-02-20 10:13:00+00:00,1.04418,1.04425,1.04398,1.04399,126
2025-02-20 10:14:00+00:00,1.044,1.04409,1.044,1.04408,104
2025-02-20 10:15:00+00:00,1.04409,1.04409,1.04374,1.04377,116
